"Row ID","Geography ID","Name","Variable Code","Variable","Value","Variable Unit","Date","Location"
"19161_2018_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$518,951","Thousands of dollars","12/31/2018","POINT (-95.105224 42.387526)"
"19161_2018_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$52,782","Dollars","12/31/2018","POINT (-95.105224 42.387526)"
"19161_2019_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$535,409","Thousands of dollars","12/31/2019","POINT (-95.105224 42.387526)"
"19161_2019_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$54,351","Dollars","12/31/2019","POINT (-95.105224 42.387526)"
"19161_2020_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$532,738","Thousands of dollars","12/31/2020","POINT (-95.105224 42.387526)"
"19161_2020_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$54,394","Dollars","12/31/2020","POINT (-95.105224 42.387526)"
"19161_2021_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$657,213","Thousands of dollars","12/31/2021","POINT (-95.105224 42.387526)"
"19161_2021_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$67,441","Dollars","12/31/2021","POINT (-95.105224 42.387526)"
"19161_2022_CAINC1-1_annual","19161","Sac","CAINC1-1","Personal income","$753,850","Thousands of dollars","12/31/2022","POINT (-95.105224 42.387526)"
"19161_2022_CAINC1-3_annual","19161","Sac","CAINC1-3","Per capita personal income","$77,933","Dollars","12/31/2022","POINT (-95.105224 42.387526)"
"19163_1997_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$4,019,706","Thousands of dollars","12/31/1997","POINT (-90.622289 41.642079)"
"19163_1997_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$25,566","Dollars","12/31/1997","POINT (-90.622289 41.642079)"
"19163_1998_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$4,301,134","Thousands of dollars","12/31/1998","POINT (-90.622289 41.642079)"
"19163_1998_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$27,265","Dollars","12/31/1998","POINT (-90.622289 41.642079)"
"19163_1999_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$4,391,577","Thousands of dollars","12/31/1999","POINT (-90.622289 41.642079)"
"19163_1999_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$27,661","Dollars","12/31/1999","POINT (-90.622289 41.642079)"
"19163_2000_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$4,610,470","Thousands of dollars","12/31/2000","POINT (-90.622289 41.642079)"
"19163_2000_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$29,067","Dollars","12/31/2000","POINT (-90.622289 41.642079)"
"19163_2001_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$4,796,141","Thousands of dollars","12/31/2001","POINT (-90.622289 41.642079)"
"19163_2001_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$30,316","Dollars","12/31/2001","POINT (-90.622289 41.642079)"
"19163_2002_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$4,909,236","Thousands of dollars","12/31/2002","POINT (-90.622289 41.642079)"
"19163_2002_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$31,054","Dollars","12/31/2002","POINT (-90.622289 41.642079)"
"19163_2003_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$5,006,070","Thousands of dollars","12/31/2003","POINT (-90.622289 41.642079)"
"19163_2003_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$31,674","Dollars","12/31/2003","POINT (-90.622289 41.642079)"
"19163_2004_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$5,407,840","Thousands of dollars","12/31/2004","POINT (-90.622289 41.642079)"
"19163_2004_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$34,195","Dollars","12/31/2004","POINT (-90.622289 41.642079)"
"19163_2005_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$5,688,115","Thousands of dollars","12/31/2005","POINT (-90.622289 41.642079)"
"19163_2005_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$35,877","Dollars","12/31/2005","POINT (-90.622289 41.642079)"
"19163_2006_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$6,097,307","Thousands of dollars","12/31/2006","POINT (-90.622289 41.642079)"
"19163_2006_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$38,204","Dollars","12/31/2006","POINT (-90.622289 41.642079)"
"19163_2007_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$6,664,288","Thousands of dollars","12/31/2007","POINT (-90.622289 41.642079)"
"19163_2007_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$41,632","Dollars","12/31/2007","POINT (-90.622289 41.642079)"
"19163_2008_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$7,125,895","Thousands of dollars","12/31/2008","POINT (-90.622289 41.642079)"
"19163_2008_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$44,035","Dollars","12/31/2008","POINT (-90.622289 41.642079)"
"19163_2009_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$6,949,134","Thousands of dollars","12/31/2009","POINT (-90.622289 41.642079)"
"19163_2009_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$42,481","Dollars","12/31/2009","POINT (-90.622289 41.642079)"
"19163_2010_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$7,292,982","Thousands of dollars","12/31/2010","POINT (-90.622289 41.642079)"
"19163_2010_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$44,114","Dollars","12/31/2010","POINT (-90.622289 41.642079)"
"19163_2011_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$7,782,016","Thousands of dollars","12/31/2011","POINT (-90.622289 41.642079)"
"19163_2011_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$46,642","Dollars","12/31/2011","POINT (-90.622289 41.642079)"
"19163_2012_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$7,992,654","Thousands of dollars","12/31/2012","POINT (-90.622289 41.642079)"
"19163_2012_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$47,371","Dollars","12/31/2012","POINT (-90.622289 41.642079)"
"19163_2013_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$7,991,543","Thousands of dollars","12/31/2013","POINT (-90.622289 41.642079)"
"19163_2013_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$46,803","Dollars","12/31/2013","POINT (-90.622289 41.642079)"
"19163_2014_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$8,215,959","Thousands of dollars","12/31/2014","POINT (-90.622289 41.642079)"
"19163_2014_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$47,762","Dollars","12/31/2014","POINT (-90.622289 41.642079)"
"19163_2015_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$8,405,615","Thousands of dollars","12/31/2015","POINT (-90.622289 41.642079)"
"19163_2015_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$48,652","Dollars","12/31/2015","POINT (-90.622289 41.642079)"
"19163_2016_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$8,586,435","Thousands of dollars","12/31/2016","POINT (-90.622289 41.642079)"
"19163_2016_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$49,577","Dollars","12/31/2016","POINT (-90.622289 41.642079)"
"19163_2017_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$8,994,936","Thousands of dollars","12/31/2017","POINT (-90.622289 41.642079)"
"19163_2017_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$51,796","Dollars","12/31/2017","POINT (-90.622289 41.642079)"
"19163_2018_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$9,230,177","Thousands of dollars","12/31/2018","POINT (-90.622289 41.642079)"
"19163_2018_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$53,009","Dollars","12/31/2018","POINT (-90.622289 41.642079)"
"19163_2019_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$9,366,970","Thousands of dollars","12/31/2019","POINT (-90.622289 41.642079)"
"19163_2019_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$53,636","Dollars","12/31/2019","POINT (-90.622289 41.642079)"
"19163_2020_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$9,899,085","Thousands of dollars","12/31/2020","POINT (-90.622289 41.642079)"
"19163_2020_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$56,697","Dollars","12/31/2020","POINT (-90.622289 41.642079)"
"19163_2021_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$10,697,219","Thousands of dollars","12/31/2021","POINT (-90.622289 41.642079)"
"19163_2021_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$61,380","Dollars","12/31/2021","POINT (-90.622289 41.642079)"
"19163_2022_CAINC1-1_annual","19163","Scott","CAINC1-1","Personal income","$10,968,288","Thousands of dollars","12/31/2022","POINT (-90.622289 41.642079)"
"19163_2022_CAINC1-3_annual","19163","Scott","CAINC1-3","Per capita personal income","$63,064","Dollars","12/31/2022","POINT (-90.622289 41.642079)"
"19165_1997_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$306,279","Thousands of dollars","12/31/1997","POINT (-95.308917 41.679014)"
"19165_1997_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$22,937","Dollars","12/31/1997","POINT (-95.308917 41.679014)"
"19165_1998_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$296,334","Thousands of dollars","12/31/1998","POINT (-95.308917 41.679014)"
"19165_1998_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$22,355","Dollars","12/31/1998","POINT (-95.308917 41.679014)"
"19165_1999_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$299,250","Thousands of dollars","12/31/1999","POINT (-95.308917 41.679014)"
"19165_1999_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$22,707","Dollars","12/31/1999","POINT (-95.308917 41.679014)"
"19165_2000_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$331,734","Thousands of dollars","12/31/2000","POINT (-95.308917 41.679014)"
"19165_2000_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$25,457","Dollars","12/31/2000","POINT (-95.308917 41.679014)"
"19165_2001_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$349,928","Thousands of dollars","12/31/2001","POINT (-95.308917 41.679014)"
"19165_2001_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$26,938","Dollars","12/31/2001","POINT (-95.308917 41.679014)"
"19165_2002_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$358,313","Thousands of dollars","12/31/2002","POINT (-95.308917 41.679014)"
"19165_2002_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$27,843","Dollars","12/31/2002","POINT (-95.308917 41.679014)"
"19165_2003_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$345,394","Thousands of dollars","12/31/2003","POINT (-95.308917 41.679014)"
"19165_2003_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$26,944","Dollars","12/31/2003","POINT (-95.308917 41.679014)"
"19165_2004_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$382,637","Thousands of dollars","12/31/2004","POINT (-95.308917 41.679014)"
"19165_2004_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$30,011","Dollars","12/31/2004","POINT (-95.308917 41.679014)"
"19165_2005_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$379,082","Thousands of dollars","12/31/2005","POINT (-95.308917 41.679014)"
"19165_2005_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$30,213","Dollars","12/31/2005","POINT (-95.308917 41.679014)"
"19165_2006_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$387,418","Thousands of dollars","12/31/2006","POINT (-95.308917 41.679014)"
"19165_2006_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$31,043","Dollars","12/31/2006","POINT (-95.308917 41.679014)"
"19165_2007_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$423,482","Thousands of dollars","12/31/2007","POINT (-95.308917 41.679014)"
"19165_2007_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$33,889","Dollars","12/31/2007","POINT (-95.308917 41.679014)"
"19165_2008_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$489,408","Thousands of dollars","12/31/2008","POINT (-95.308917 41.679014)"
"19165_2008_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$39,667","Dollars","12/31/2008","POINT (-95.308917 41.679014)"
"19165_2009_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$470,188","Thousands of dollars","12/31/2009","POINT (-95.308917 41.679014)"
"19165_2009_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$38,651","Dollars","12/31/2009","POINT (-95.308917 41.679014)"
"19165_2010_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$483,066","Thousands of dollars","12/31/2010","POINT (-95.308917 41.679014)"
"19165_2010_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$39,641","Dollars","12/31/2010","POINT (-95.308917 41.679014)"
"19165_2011_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$553,706","Thousands of dollars","12/31/2011","POINT (-95.308917 41.679014)"
"19165_2011_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$46,019","Dollars","12/31/2011","POINT (-95.308917 41.679014)"
"19165_2012_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$559,654","Thousands of dollars","12/31/2012","POINT (-95.308917 41.679014)"
"19165_2012_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$46,272","Dollars","12/31/2012","POINT (-95.308917 41.679014)"
"19165_2013_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$583,677","Thousands of dollars","12/31/2013","POINT (-95.308917 41.679014)"
"19165_2013_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$48,660","Dollars","12/31/2013","POINT (-95.308917 41.679014)"
"19165_2014_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$563,662","Thousands of dollars","12/31/2014","POINT (-95.308917 41.679014)"
"19165_2014_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$46,956","Dollars","12/31/2014","POINT (-95.308917 41.679014)"
"19165_2015_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$573,615","Thousands of dollars","12/31/2015","POINT (-95.308917 41.679014)"
"19165_2015_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$48,025","Dollars","12/31/2015","POINT (-95.308917 41.679014)"
"19165_2016_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$561,295","Thousands of dollars","12/31/2016","POINT (-95.308917 41.679014)"
"19165_2016_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$47,435","Dollars","12/31/2016","POINT (-95.308917 41.679014)"
"19165_2017_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$563,095","Thousands of dollars","12/31/2017","POINT (-95.308917 41.679014)"
"19165_2017_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$47,797","Dollars","12/31/2017","POINT (-95.308917 41.679014)"
"19165_2018_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$590,017","Thousands of dollars","12/31/2018","POINT (-95.308917 41.679014)"
"19165_2018_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$50,048","Dollars","12/31/2018","POINT (-95.308917 41.679014)"
"19165_2019_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$594,684","Thousands of dollars","12/31/2019","POINT (-95.308917 41.679014)"
"19165_2019_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$50,706","Dollars","12/31/2019","POINT (-95.308917 41.679014)"
"19165_2020_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$617,566","Thousands of dollars","12/31/2020","POINT (-95.308917 41.679014)"
"19165_2020_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$52,680","Dollars","12/31/2020","POINT (-95.308917 41.679014)"
"19165_2021_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$742,588","Thousands of dollars","12/31/2021","POINT (-95.308917 41.679014)"
"19165_2021_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$63,076","Dollars","12/31/2021","POINT (-95.308917 41.679014)"
"19165_2022_CAINC1-1_annual","19165","Shelby","CAINC1-1","Personal income","$774,884","Thousands of dollars","12/31/2022","POINT (-95.308917 41.679014)"
"19165_2022_CAINC1-3_annual","19165","Shelby","CAINC1-3","Per capita personal income","$66,542","Dollars","12/31/2022","POINT (-95.308917 41.679014)"
"19167_1997_CAINC1-1_annual","19167","Sioux","CAINC1-1","Personal income","$731,682","Thousands of dollars","12/31/1997","POINT (-96.17801 43.082646)"
"19167_1997_CAINC1-3_annual","19167","Sioux","CAINC1-3","Per capita personal income","$23,248","Dollars","12/31/1997","POINT (-96.17801 43.082646)"
